Elementos,OBSERVACIONES,Estado,Uso,Ubicación,Destino,Observaciones,Movimiento,Fecha,Ubicación original,Destino original,Clasificación RUBA,Carga Ruba,ESTADO,NUEVA UBICACIÓN,DESTINO,OPERADOR,Fecha actualización Inventario,Operador carga
Chomba azul 2016 Talle XL,Bravo 12,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,5/12/2022,Destacamento,Almacén,, ,,,,Bravo 4,6/13/2022,Bravo 9
Chomba azul 2016 Talle XL,Bravo 17,Usado,No,Destacamento,Almacén, ,Modificación,12/18/2022,Personal BVU,Equipamiento,, ,,,,Bravo 4,1/30/2023,Bravo 9
Chomba azul 2016 Talle XL,Bravo 2,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 20,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 24,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 3,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 39,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 44,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba azul 2016 Talle XL,Bravo 46,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 5,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba azul 2016 Talle XL,Bravo 64,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 67,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 92,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Bravo 94,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XL,Carlos Signoni,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,Modificación,6/1/2018,Personal BVU,Equipamiento,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL, ,Usado,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL,Bravo 15,Nuevo,No,Personal BVU,Equipamiento,Uso Personal,Modificación,2/18/2018,Destacamento,Almacén,, ,,,,,,
Chomba azul 2016 Talle XXL,Bravo 33,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL,Bravo 42,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL,Bravo 8,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL,Bravo 87,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXL,José Arizmendi,Nuevo,Sí,Comisión Directiva,Equipamiento, ,Modificación,4/22/2019,Destacamento,Almacén,, ,,,,Bravo 4,10/11/2019,Bravo 9
Chomba azul 2016 Talle XXXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Cuartel Central,Comisión Directiva, ,Modificación,2/18/2018,Destacamento,Almacén,, ,,,,Bravo 4,3/11/2018,Bravo 9
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Usado,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Usado,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Usado,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL, ,Nuevo,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXL,Bravo 11,Nuevo,No,Personal BVU,Equipamiento,Uso Personal,Modificación,2/18/2018,Destacamento,Almacén,, ,,,,,,
Chomba azul 2016 Talle XXXXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul 2016 Talle XXXXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba azul Talle M,Bravo 31,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba blanca,Bravo 1,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba blanca,Bravo 3,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba blanca BVU Talle L, ,Bueno,No,Destacamento,Almacén, ,,,,,, ,,,,,,
Chomba blanca Talle L,Bravo 21,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba blanca Talle M,Bravo 31,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Chomba blanca Talle S,Bravo 4,Usado,Sí,Personal BVU,Equipamiento,Uso personal,Bravo 4,,,,,,,,,,,
Chomba Explora negra Talle L, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle L, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle L, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle L,Bravo 13,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle L,Bravo 22,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle L,Bravo 9,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle M, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle S,Bravo 4,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba Explora negra Talle XXL, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,, ,,,,,,
Chomba negra,Bravo 3,Usado,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Cinta anillo Petzl 120 cm verde, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 120 cm verde, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 120 cm verde, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 150 cm roja, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 150 cm roja, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 150 cm roja, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 150 cm roja, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 150 cm roja, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 150 cm roja, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 60 cm violeta, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 60 cm violeta, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta anillo Petzl 60 cm violeta, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,3/11/2019,Comercio,,,,,,,Bravo 2,4/10/2019,Bravo 9
Cinta de anclaje rápido, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinta de anclaje rápido, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinta de anclaje rápido, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinta métrica de 10 metros, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Cinta tubular de 10 m, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinta tubular de 5 m, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinta tubular de 5 m, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinta tubular de 5 m, ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturón de buzo, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Cinturones, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Cinturones, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Cinturones, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Cizalla Core 4050-NCT, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Herramientas hidráulicas,Sí,,,,,,
Cizalla Core 4050-NCT, ,Bueno,Sí,Cuartel Central,Unidad 9, ,,12/31/2016,,,Herramientas hidráulicas,Sí,,,,,,
Cocina de 4 hornallas c/ horno, ,Regular,Sí,Cuartel Central,Gamela, ,,,,,, ,,,,,,
Cocina industrial 4 H c/ horno, ,Bueno,Sí,Cuartel Central,Quincho, ,,,,,, ,,,,,,
Cocina industrial 8 hornallas c/ horno, ,Bueno,No,Cuartel Central,Salón de Fiestas, ,,,,,, ,,,,,,
Cocina tres hornallas marca Orbis, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Colchón de una plaza, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Colchón de una plaza, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Colchón de una plaza, ,Bueno,Sí,Destacamento,Casa habitación, ,,,,,, ,,,,,,
Colchón de vacío chico marca Litoral modelo 1850, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Colchón de vacío grande marca Litoral modelo 1850, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Primeros Auxilios,Sí,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchón resorte 1 plaza, ,Bueno,Sí,Cuartel Central,Dormitorio Gamela, ,,,,,, ,,,,,,
Colchonetas Azules, ,Bueno,Sí,Cuartel Central,Gimnasio, ,,,,,, ,,,,,,
Collar cervical Philadelphia Child, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Child, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Child, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Child, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Extra Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Extra Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Extra Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Extra Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Infant, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Infant, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Infant, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Infant, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar cervical Philadelphia Large, ,Nuevo,No,Cuartel Central,Almacén, ,Alta,5/15/2019,Comercio,,Primeros Auxilios,,,,,Bravo 2,5/31/2019,Bravo 9
Collar Cervical Regulable, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar Cervical Regulable, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar Filadelfia Talle L, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar Filadelfia Talle L, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar Filadelfia Talle S, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar low, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar Pediátrico, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Collar Pediátrico, ,Bueno,No,Cuartel Central,Depósito Archivo, ,,  ,,,Primeros Auxilios, ,,,,,,
Columna de hidrante, ,Bueno,Sí,Destacamento,Pañol, ,,,,,, ,,,,,,
Compartimiento de batería, ,Bueno,Sí,Cuartel Central,Unidad 14, ,,,,,, ,,,,,,
Compás, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Compás, ,Bueno,Sí,Destacamento,Taller, ,,,,,, ,,,,,,
Compresor Aire marca HYPRES AIR SYSTEMS modelo HP-5000-BA-E13 etapas motor 380 V c/ Regulador de presión, ,Bueno,Sí,Destacamento,Sala de Compresor, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Compresor Aire marca HYPRES AIR SYSTEMS modelo HP-5000-BA-E13 etapas motor 380 V c/ Regulador de presión, ,Bueno,Sí,Cuartel Central,Sala de Compresor, ,,12/31/2016,,,Herramientas eléctricas,Sí,,,,,,
Compresor de aire Cóndor modelo TH10 N° 6023, ,Nuevo,Sí,Destacamento,Galpón, ,,,,,, ,,,,,,
Compresor trifásico, ,Usado,No,Destacamento,Galpón, ,,,,,, ,,,,,,
Computadora, ,Bueno,Sí,Destacamento,Oficina guardia, ,,,,,, ,,,,,,
Conector sistema de vigilancia CCTV marca CYGNUS ELECTRONICS modelo CY-S1008-120-V1, ,Nuevo,Sí,Cuartel Central,Oficina Cuerpo Activo,Sistema CCTV,Alta,4/14/2021,Comercio,,,,,,,Bravo 2,1/12/2022,Bravo 9
Conexión a 220V cargador de batería , ,Bueno,Sí,Destacamento,Unidad 4, ,,,,,, ,,,,,,
Conjunto de tablas para minicojines, ,Bueno,Sí,Cuartel Central,Unidad 3, ,,12/31/2016,,,Material de zapa,Sí,,,,,,
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 120cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 150cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 60cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 60cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 60cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 60cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
CONNEXION FIXE 60cm (Cintas anclaje c/anillo acero), ,Nuevo,Sí,Cuartel Central,Unidad 9,RTC,Alta,4/23/2019,Comercio,,,,,,,Bravo 13,4/30/2019,Bravo 9
